domain|cc|geoloc_cc|url|ori_amp_url|amp_viewer_url|amp_cdn_url
www.zimbabwesituation.com|ZW|NL|https://www.zimbabwesituation.com/news/khupe-claims-chamisa-is-out-to-derail-her-campaign/|https://www.zimbabwesituation.com/news/khupe-claims-chamisa-is-out-to-derail-her-campaign/amp/|https://www.google.com/amp/s/www.zimbabwesituation.com/news/khupe-claims-chamisa-is-out-to-derail-her-campaign/amp/|https://www-zimbabwesituation-com.cdn.ampproject.org/c/s/www.zimbabwesituation.com/news/khupe-claims-chamisa-is-out-to-derail-her-campaign/amp/
www.bizday.co.zw|ZW||http://www.bizday.co.zw//armyworm-threatens-a-tenth-of-zimbabwes-maize-crop-fao/|https://www.bizday.co.zw/armyworm-threatens-a-tenth-of-zimbabwes-maize-crop-fao/amp/|https://www.google.com/amp/s/www.bizday.co.zw/armyworm-threatens-a-tenth-of-zimbabwes-maize-crop-fao/amp/|https://www-bizday-co-zw.cdn.ampproject.org/c/s/www.bizday.co.zw/armyworm-threatens-a-tenth-of-zimbabwes-maize-crop-fao/amp/
www.technomag.co.zw|ZW|US|https://www.technomag.co.zw/2018/06/27/facebook-lets-some-group-admins-charge-members-for-access/|https://www.technomag.co.zw/2018/06/27/facebook-lets-some-group-admins-charge-members-for-access/amp/|https://www.google.com/amp/s/www.technomag.co.zw/2018/06/27/facebook-lets-some-group-admins-charge-members-for-access/amp/|https://www-technomag-co-zw.cdn.ampproject.org/c/s/www.technomag.co.zw/2018/06/27/facebook-lets-some-group-admins-charge-members-for-access/amp/
www.herald.co.zw|ZW|US|https://www.herald.co.zw/editorial-comment-aussies-pakistan-tour-deals-detractors-a-body-blow/|https://www.herald.co.zw/editorial-comment-aussies-pakistan-tour-deals-detractors-a-body-blow/amp/|https://www.google.com/amp/s/www.herald.co.zw/editorial-comment-aussies-pakistan-tour-deals-detractors-a-body-blow/amp/|https://www-herald-co-zw.cdn.ampproject.org/c/s/www.herald.co.zw/editorial-comment-aussies-pakistan-tour-deals-detractors-a-body-blow/amp/
www.herald.co.zw|ZW|US|https://www.herald.co.zw/under-the-eaves-with-igomombe-opposition-trapped-in-own-argument-actions/#disqus_thread|https://www.herald.co.zw/under-the-eaves-with-igomombe-opposition-trapped-in-own-argument-actions/amp/|https://www.google.com/amp/s/www.herald.co.zw/under-the-eaves-with-igomombe-opposition-trapped-in-own-argument-actions/amp/|https://www-herald-co-zw.cdn.ampproject.org/c/s/www.herald.co.zw/under-the-eaves-with-igomombe-opposition-trapped-in-own-argument-actions/amp/
randburgsun.co.za|ZA|US|https://randburgsun.co.za/218145/petrolpricehike-call-complete-shutdown-across-south-africa-circulates-social-media/|https://sandtonchronicle.co.za/205253/petrolpricehike-call-complete-shutdown-across-south-africa-circulates-social-media/amp|https://www.google.com/amp/s/sandtonchronicle.co.za/205253/petrolpricehike-call-complete-shutdown-across-south-africa-circulates-social-media/amp|https://randburgsun-co-za.cdn.ampproject.org/c/s/sandtonchronicle.co.za/205253/petrolpricehike-call-complete-shutdown-across-south-africa-circulates-social-media/amp
germistoncitynews.co.za|ZA|US|https://germistoncitynews.co.za/181509/mandatory-recycling-to-be-enforced-in-july/|https://germistoncitynews.co.za/181509/mandatory-recycling-to-be-enforced-in-july/amp|https://www.google.com/amp/s/germistoncitynews.co.za/181509/mandatory-recycling-to-be-enforced-in-july/amp|https://germistoncitynews-co-za.cdn.ampproject.org/c/s/germistoncitynews.co.za/181509/mandatory-recycling-to-be-enforced-in-july/amp
www.heraldlive.co.za|ZA|US|http://www.heraldlive.co.za//news/2018-06-30-negligent-driver-to-be-jailed/|https://www.heraldlive.co.za/amp/news/2018-06-30-negligent-driver-to-be-jailed/|https://www.google.com/amp/s/www.heraldlive.co.za/amp/news/2018-06-30-negligent-driver-to-be-jailed/|https://www-heraldlive-co-za.cdn.ampproject.org/c/s/www.heraldlive.co.za/amp/news/2018-06-30-negligent-driver-to-be-jailed/
highwaymail.co.za|ZA|US|https://highwaymail.co.za/296591/watch-fridayfoodie-go-show-today-youre-sure-big-surprise/|https://highwaymail.co.za/296591/watch-fridayfoodie-go-show-today-youre-sure-big-surprise/amp|https://www.google.com/amp/s/highwaymail.co.za/296591/watch-fridayfoodie-go-show-today-youre-sure-big-surprise/amp|https://highwaymail-co-za.cdn.ampproject.org/c/s/highwaymail.co.za/296591/watch-fridayfoodie-go-show-today-youre-sure-big-surprise/amp
randburgsun.co.za|ZA|US|https://randburgsun.co.za/347816/take-note-licensing-centres-throughout-joburg-will-closed-tomorrow/|https://sandtonchronicle.co.za/205497/take-note-licensing-centres-throughout-joburg-will-closed-tomorrow/amp|https://www.google.com/amp/s/sandtonchronicle.co.za/205497/take-note-licensing-centres-throughout-joburg-will-closed-tomorrow/amp|https://randburgsun-co-za.cdn.ampproject.org/c/s/sandtonchronicle.co.za/205497/take-note-licensing-centres-throughout-joburg-will-closed-tomorrow/amp
lowvelder.co.za|ZA|US|https://lowvelder.co.za/439684/songs-praise-gaan-laeveld-weer-augustus-verlig/|https://lowvelder.co.za/439684/songs-praise-gaan-laeveld-weer-augustus-verlig/amp|https://www.google.com/amp/s/lowvelder.co.za/439684/songs-praise-gaan-laeveld-weer-augustus-verlig/amp|https://lowvelder-co-za.cdn.ampproject.org/c/s/lowvelder.co.za/439684/songs-praise-gaan-laeveld-weer-augustus-verlig/amp
ladysmithgazette.co.za|ZA|US|https://ladysmithgazette.co.za/111011/water-strike-update-political-leaders-management-discuss-way-forward/|https://ladysmithgazette.co.za/111011/water-strike-update-political-leaders-management-discuss-way-forward/amp|https://www.google.com/amp/s/ladysmithgazette.co.za/111011/water-strike-update-political-leaders-management-discuss-way-forward/amp|https://ladysmithgazette-co-za.cdn.ampproject.org/c/s/ladysmithgazette.co.za/111011/water-strike-update-political-leaders-management-discuss-way-forward/amp
www.dailymaverick.co.za|ZA|US|https://www.dailymaverick.co.za/article/2018-06-29-this-weekend-were-watching-hannah-gadbsy-survivor-sa-and-ballers/|https://www.dailymaverick.co.za/article/2018-06-29-this-weekend-were-watching-hannah-gadbsy-survivor-sa-and-ballers/amp/|https://www.google.com/amp/s/www.dailymaverick.co.za/article/2018-06-29-this-weekend-were-watching-hannah-gadbsy-survivor-sa-and-ballers/amp/|https://www-dailymaverick-co-za.cdn.ampproject.org/c/s/www.dailymaverick.co.za/article/2018-06-29-this-weekend-were-watching-hannah-gadbsy-survivor-sa-and-ballers/amp/
northcliffmelvilletimes.co.za|ZA|US|https://northcliffmelvilletimes.co.za/274460/state-slammed-for-not-executing-warrants-of-arrests/|https://northcliffmelvilletimes.co.za/274460/state-slammed-for-not-executing-warrants-of-arrests/amp|https://www.google.com/amp/s/northcliffmelvilletimes.co.za/274460/state-slammed-for-not-executing-warrants-of-arrests/amp|https://northcliffmelvilletimes-co-za.cdn.ampproject.org/c/s/northcliffmelvilletimes.co.za/274460/state-slammed-for-not-executing-warrants-of-arrests/amp
kemptonexpress.co.za|ZA|US|https://kemptonexpress.co.za/177013/connect-east-rand-south-classifieds-facebook-page/|https://africanreporter.co.za/100398/connect-east-rand-south-classifieds-facebook-page/amp|https://www.google.com/amp/s/africanreporter.co.za/100398/connect-east-rand-south-classifieds-facebook-page/amp|https://kemptonexpress-co-za.cdn.ampproject.org/c/s/africanreporter.co.za/100398/connect-east-rand-south-classifieds-facebook-page/amp
www.kwevoel.co.za|ZA|ZA|http://www.kwevoel.co.za/2018/04/29/nuwe-wetgewing-voorsien-dat-selfoon-data-oorgedra-kan-word/|http://www.kwevoel.co.za/2018/04/29/nuwe-wetgewing-voorsien-dat-selfoon-data-oorgedra-kan-word/amp/|https://www.google.com/amp/s/www.kwevoel.co.za/2018/04/29/nuwe-wetgewing-voorsien-dat-selfoon-data-oorgedra-kan-word/amp/|https://www-kwevoel-co-za.cdn.ampproject.org/c/s/www.kwevoel.co.za/2018/04/29/nuwe-wetgewing-voorsien-dat-selfoon-data-oorgedra-kan-word/amp/
kemptonexpress.co.za|ZA|US|https://kemptonexpress.co.za/176946/a-successful-first-sir-pierre-alumni-soccer-tournament/|https://kemptonexpress.co.za/176946/a-successful-first-sir-pierre-alumni-soccer-tournament/amp|https://www.google.com/amp/s/kemptonexpress.co.za/176946/a-successful-first-sir-pierre-alumni-soccer-tournament/amp|https://kemptonexpress-co-za.cdn.ampproject.org/c/s/kemptonexpress.co.za/176946/a-successful-first-sir-pierre-alumni-soccer-tournament/amp
northeasterntribune.co.za|ZA|US|https://northeasterntribune.co.za/218145/petrolpricehike-call-complete-shutdown-across-south-africa-circulates-social-media/|https://sandtonchronicle.co.za/205253/petrolpricehike-call-complete-shutdown-across-south-africa-circulates-social-media/amp|https://www.google.com/amp/s/sandtonchronicle.co.za/205253/petrolpricehike-call-complete-shutdown-across-south-africa-circulates-social-media/amp|https://northeasterntribune-co-za.cdn.ampproject.org/c/s/sandtonchronicle.co.za/205253/petrolpricehike-call-complete-shutdown-across-south-africa-circulates-social-media/amp
southcoastsun.co.za|ZA|US|https://southcoastsun.co.za/123237/colour-run-fun-comes-toti-fathers-day/|https://southcoastsun.co.za/123237/colour-run-fun-comes-toti-fathers-day/amp|https://www.google.com/amp/s/southcoastsun.co.za/123237/colour-run-fun-comes-toti-fathers-day/amp|https://southcoastsun-co-za.cdn.ampproject.org/c/s/southcoastsun.co.za/123237/colour-run-fun-comes-toti-fathers-day/amp
risingsunchatsworth.co.za|ZA|US|https://risingsunchatsworth.co.za/115763/kzn-woman-trounces-global-competition-win-chance-study-oxford/|https://risingsunoverport.co.za/61725/kzn-woman-trounces-global-competition-win-chance-study-oxford/amp|https://www.google.com/amp/s/risingsunoverport.co.za/61725/kzn-woman-trounces-global-competition-win-chance-study-oxford/amp|https://risingsunchatsworth-co-za.cdn.ampproject.org/c/s/risingsunoverport.co.za/61725/kzn-woman-trounces-global-competition-win-chance-study-oxford/amp
guineenews.org|GQ|US|https://www.guineenews.org/pas-de-meeting-ce-samedi-au-siege-du-rpg-les-raisons/|https://www.guineenews.org/pas-de-meeting-ce-samedi-au-siege-du-rpg-les-raisons/amp/|https://www.google.com/amp/s/www.guineenews.org/pas-de-meeting-ce-samedi-au-siege-du-rpg-les-raisons/amp/|https://guineenews-org.cdn.ampproject.org/c/s/www.guineenews.org/pas-de-meeting-ce-samedi-au-siege-du-rpg-les-raisons/amp/
guineenews.org|GQ|US|https://www.guineenews.org/exclusif-les-derogations-sur-les-decaissements-en-faveur-des-epa-source-de-detournement-des-deniers-publics-par-les-hauts-cadres-de-nos-finances/|https://www.guineenews.org/exclusif-les-derogations-sur-les-decaissements-en-faveur-des-epa-source-de-detournement-des-deniers-publics-par-les-hauts-cadres-de-nos-finances/amp/|https://www.google.com/amp/s/www.guineenews.org/exclusif-les-derogations-sur-les-decaissements-en-faveur-des-epa-source-de-detournement-des-deniers-publics-par-les-hauts-cadres-de-nos-finances/amp/|https://guineenews-org.cdn.ampproject.org/c/s/www.guineenews.org/exclusif-les-derogations-sur-les-decaissements-en-faveur-des-epa-source-de-detournement-des-deniers-publics-par-les-hauts-cadres-de-nos-finances/amp/
aminata.com|GQ|US|https://aminata.com/guinee-le-pays-est-devenu-un-veritable-enfer-pour-ses-pauvres-habitants-dixit-baadiko-de-lufd/|https://aminata.com/guinee-le-pays-est-devenu-un-veritable-enfer-pour-ses-pauvres-habitants-dixit-baadiko-de-lufd/amp/|https://www.google.com/amp/s/aminata.com/guinee-le-pays-est-devenu-un-veritable-enfer-pour-ses-pauvres-habitants-dixit-baadiko-de-lufd/amp/|https://aminata-com.cdn.ampproject.org/c/s/aminata.com/guinee-le-pays-est-devenu-un-veritable-enfer-pour-ses-pauvres-habitants-dixit-baadiko-de-lufd/amp/
guineenews.org|GQ|US|https://www.guineenews.org/changement-climatique-une-secheresse-sans-precedent-sabat-sur-le-fouta-et-ravage-cultures-et-animaux/|https://www.guineenews.org/changement-climatique-une-secheresse-sans-precedent-sabat-sur-le-fouta-et-ravage-cultures-et-animaux/amp/|https://www.google.com/amp/s/www.guineenews.org/changement-climatique-une-secheresse-sans-precedent-sabat-sur-le-fouta-et-ravage-cultures-et-animaux/amp/|https://guineenews-org.cdn.ampproject.org/c/s/www.guineenews.org/changement-climatique-une-secheresse-sans-precedent-sabat-sur-le-fouta-et-ravage-cultures-et-animaux/amp/
guineenews.org|GQ|US|https://www.guineenews.org/dossier-proliferation-des-eaux-minerales-le-dilemme-des-autorites-guineennes-grand-reportage/|https://www.guineenews.org/dossier-proliferation-des-eaux-minerales-le-dilemme-des-autorites-guineennes-grand-reportage/amp/|https://www.google.com/amp/s/www.guineenews.org/dossier-proliferation-des-eaux-minerales-le-dilemme-des-autorites-guineennes-grand-reportage/amp/|https://guineenews-org.cdn.ampproject.org/c/s/www.guineenews.org/dossier-proliferation-des-eaux-minerales-le-dilemme-des-autorites-guineennes-grand-reportage/amp/
www.guinee7.com|GQ|FR|http://guinee7.com/le-jt-du-29-06-2018-de-la-rtg-koloma/|http://guinee7.com/le-jt-du-29-06-2018-de-la-rtg-koloma/amp/|https://www.google.com/amp/s/guinee7.com/le-jt-du-29-06-2018-de-la-rtg-koloma/amp/|https://www-guinee7-com.cdn.ampproject.org/c/s/guinee7.com/le-jt-du-29-06-2018-de-la-rtg-koloma/amp/
aminata.com|GQ|US|https://aminata.com/boostez-votre-activite-grace-aux-annonces-video-aminata/|https://aminata.com/boostez-votre-activite-grace-aux-annonces-video-aminata/amp/|https://www.google.com/amp/s/aminata.com/boostez-votre-activite-grace-aux-annonces-video-aminata/amp/|https://aminata-com.cdn.ampproject.org/c/s/aminata.com/boostez-votre-activite-grace-aux-annonces-video-aminata/amp/
aminata.com|GQ|US|https://aminata.com/fode-oussou-fustige-la-visite-de-yoweri-museveni-a-conakry-il-nest-pas-un-bon-exemple/|https://aminata.com/fode-oussou-fustige-la-visite-de-yoweri-museveni-a-conakry-il-nest-pas-un-bon-exemple/amp/|https://www.google.com/amp/s/aminata.com/fode-oussou-fustige-la-visite-de-yoweri-museveni-a-conakry-il-nest-pas-un-bon-exemple/amp/|https://aminata-com.cdn.ampproject.org/c/s/aminata.com/fode-oussou-fustige-la-visite-de-yoweri-museveni-a-conakry-il-nest-pas-un-bon-exemple/amp/
guineenews.org|GQ|US|https://www.guineenews.org/employabilite-100-jeunes-inities-a-lentrepreneuriat-par-le-projet-bocej/|https://www.guineenews.org/employabilite-100-jeunes-inities-a-lentrepreneuriat-par-le-projet-bocej/amp/|https://www.google.com/amp/s/www.guineenews.org/employabilite-100-jeunes-inities-a-lentrepreneuriat-par-le-projet-bocej/amp/|https://guineenews-org.cdn.ampproject.org/c/s/www.guineenews.org/employabilite-100-jeunes-inities-a-lentrepreneuriat-par-le-projet-bocej/amp/
aminata.com|GQ|US|https://aminata.com/francis-haba-du-lugdd-tous-les-acteurs-politiques-ont-ete-unanimes-que-le-nouveau-gouvernement-quil-y-a-eu-de-lamateurisme-interview/|https://aminata.com/francis-haba-du-lugdd-tous-les-acteurs-politiques-ont-ete-unanimes-que-le-nouveau-gouvernement-quil-y-a-eu-de-lamateurisme-interview/amp/|https://www.google.com/amp/s/aminata.com/francis-haba-du-lugdd-tous-les-acteurs-politiques-ont-ete-unanimes-que-le-nouveau-gouvernement-quil-y-a-eu-de-lamateurisme-interview/amp/|https://aminata-com.cdn.ampproject.org/c/s/aminata.com/francis-haba-du-lugdd-tous-les-acteurs-politiques-ont-ete-unanimes-que-le-nouveau-gouvernement-quil-y-a-eu-de-lamateurisme-interview/amp/
aminata.com|GQ|US|https://aminata.com/campagne-dassainissement-de-la-ville-de-conakry-la-premiere-journee-sera-lancee-ce-samedi-30-juin/|https://aminata.com/campagne-dassainissement-de-la-ville-de-conakry-la-premiere-journee-sera-lancee-ce-samedi-30-juin/amp/|https://www.google.com/amp/s/aminata.com/campagne-dassainissement-de-la-ville-de-conakry-la-premiere-journee-sera-lancee-ce-samedi-30-juin/amp/|https://aminata-com.cdn.ampproject.org/c/s/aminata.com/campagne-dassainissement-de-la-ville-de-conakry-la-premiere-journee-sera-lancee-ce-samedi-30-juin/amp/
www.guinee7.com|GQ|FR|http://guinee7.com/lambassade-de-france-en-guinee-annonce-la-creation-du-club-des-investisseurs-francais-en-guinee/|http://guinee7.com/lambassade-de-france-en-guinee-annonce-la-creation-du-club-des-investisseurs-francais-en-guinee/amp/|https://www.google.com/amp/s/guinee7.com/lambassade-de-france-en-guinee-annonce-la-creation-du-club-des-investisseurs-francais-en-guinee/amp/|https://www-guinee7-com.cdn.ampproject.org/c/s/guinee7.com/lambassade-de-france-en-guinee-annonce-la-creation-du-club-des-investisseurs-francais-en-guinee/amp/
guineenews.org|GQ|US|https://www.guineenews.org/kassory-fofana-le-ppp-est-un-outil-efficace-pour-developper-la-guinee-interview-madina-men/|https://www.guineenews.org/kassory-fofana-le-ppp-est-un-outil-efficace-pour-developper-la-guinee-interview-madina-men/amp/|https://www.google.com/amp/s/www.guineenews.org/kassory-fofana-le-ppp-est-un-outil-efficace-pour-developper-la-guinee-interview-madina-men/amp/|https://guineenews-org.cdn.ampproject.org/c/s/www.guineenews.org/kassory-fofana-le-ppp-est-un-outil-efficace-pour-developper-la-guinee-interview-madina-men/amp/
guineenews.org|GQ|US|https://www.guineenews.org/ecobank-lance-un-nouveau-club-daffaires-denomme-emerald-business-club/|https://www.guineenews.org/ecobank-lance-un-nouveau-club-daffaires-denomme-emerald-business-club/amp/|https://www.google.com/amp/s/www.guineenews.org/ecobank-lance-un-nouveau-club-daffaires-denomme-emerald-business-club/amp/|https://guineenews-org.cdn.ampproject.org/c/s/www.guineenews.org/ecobank-lance-un-nouveau-club-daffaires-denomme-emerald-business-club/amp/
aminata.com|GQ|US|https://aminata.com/la-hierarchie-militaire-paralyse-la-circulation-sur-la-route-du-camp/|https://aminata.com/la-hierarchie-militaire-paralyse-la-circulation-sur-la-route-du-camp/amp/|https://www.google.com/amp/s/aminata.com/la-hierarchie-militaire-paralyse-la-circulation-sur-la-route-du-camp/amp/|https://aminata-com.cdn.ampproject.org/c/s/aminata.com/la-hierarchie-militaire-paralyse-la-circulation-sur-la-route-du-camp/amp/
www.ondoevents.com|NG|US|http://www.ondoevents.com/2018/06/28/experts-laud-mrs-akeredolu-on-strategy-development-planning-workshop/|http://www.ondoevents.com/2018/06/28/experts-laud-mrs-akeredolu-on-strategy-development-planning-workshop/amp/|https://www.google.com/amp/s/www.ondoevents.com/2018/06/28/experts-laud-mrs-akeredolu-on-strategy-development-planning-workshop/amp/|https://www-ondoevents-com.cdn.ampproject.org/c/s/www.ondoevents.com/2018/06/28/experts-laud-mrs-akeredolu-on-strategy-development-planning-workshop/amp/
www.nan.ng|NG|US|http://www.nan.ng/environment-2/unesco-lists-as-world-heritage-korean-temples-mumbai-art-deco-japans-xtian-sites/|http://www.nan.ng/environment-2/unesco-lists-as-world-heritage-korean-temples-mumbai-art-deco-japans-xtian-sites/amp/|https://www.google.com/amp/s/www.nan.ng/environment-2/unesco-lists-as-world-heritage-korean-temples-mumbai-art-deco-japans-xtian-sites/amp/|https://www-nan-ng.cdn.ampproject.org/c/s/www.nan.ng/environment-2/unesco-lists-as-world-heritage-korean-temples-mumbai-art-deco-japans-xtian-sites/amp/
flashpointnews.wordpress.com|NG|US|https://flashpointnews.com/2018/06/27/2019-i-am-not-supporting-atiku-anyone-else-okowa-warns-oshiomole-others-over-inflamatory-statements/|https://flashpointnews.com/2018/06/27/2019-i-am-not-supporting-atiku-anyone-else-okowa-warns-oshiomole-others-over-inflamatory-statements/amp/|https://www.google.com/amp/s/flashpointnews.com/2018/06/27/2019-i-am-not-supporting-atiku-anyone-else-okowa-warns-oshiomole-others-over-inflamatory-statements/amp/|https://flashpointnews-wordpress-com.cdn.ampproject.org/c/s/flashpointnews.com/2018/06/27/2019-i-am-not-supporting-atiku-anyone-else-okowa-warns-oshiomole-others-over-inflamatory-statements/amp/
worldstagegroup.com|NG|US|https://www.worldstagegroup.com/envoy-confirms-switzerland-as-first-to-repatriate-nigerias-looted-funds/#respond|https://www.worldstagegroup.com/envoy-confirms-switzerland-as-first-to-repatriate-nigerias-looted-funds/amp/|https://www.google.com/amp/s/www.worldstagegroup.com/envoy-confirms-switzerland-as-first-to-repatriate-nigerias-looted-funds/amp/|https://worldstagegroup-com.cdn.ampproject.org/c/s/www.worldstagegroup.com/envoy-confirms-switzerland-as-first-to-repatriate-nigerias-looted-funds/amp/
dailystar.com.ng|NG|US|http://dailypost.ng/2018/06/29/freeze-attacks-prophet-foresaw-fatal-tanker-accident-lagos/|http://dailypost.ng/2018/06/29/freeze-attacks-prophet-foresaw-fatal-tanker-accident-lagos/amp/|https://www.google.com/amp/s/dailypost.ng/2018/06/29/freeze-attacks-prophet-foresaw-fatal-tanker-accident-lagos/amp/|https://dailystar-com-ng.cdn.ampproject.org/c/s/dailypost.ng/2018/06/29/freeze-attacks-prophet-foresaw-fatal-tanker-accident-lagos/amp/
worldstagegroup.com|NG|US|https://www.worldstagegroup.com/cbn-directs-banks-to-resolve-disputes-from-unstructured-supplementary-service-data-channel-in-three-days/|https://www.worldstagegroup.com/cbn-directs-banks-to-resolve-disputes-from-unstructured-supplementary-service-data-channel-in-three-days/amp/|https://www.google.com/amp/s/www.worldstagegroup.com/cbn-directs-banks-to-resolve-disputes-from-unstructured-supplementary-service-data-channel-in-three-days/amp/|https://worldstagegroup-com.cdn.ampproject.org/c/s/www.worldstagegroup.com/cbn-directs-banks-to-resolve-disputes-from-unstructured-supplementary-service-data-channel-in-three-days/amp/
dailypost.ng|NG|US|http://dailypost.ng/2018/06/30/plateau-killings-nigerians-prayed-enough-dankwambo-tells-buhari/|http://dailypost.ng/2018/06/30/plateau-killings-nigerians-prayed-enough-dankwambo-tells-buhari/amp/|https://www.google.com/amp/s/dailypost.ng/2018/06/30/plateau-killings-nigerians-prayed-enough-dankwambo-tells-buhari/amp/|https://dailypost-ng.cdn.ampproject.org/c/s/dailypost.ng/2018/06/30/plateau-killings-nigerians-prayed-enough-dankwambo-tells-buhari/amp/
thenationonlineng.net|NG|US|http://thenationonlineng.net/mbappe-to-donate-world-cup-match-fees-to-charity/|http://thenationonlineng.net/mbappe-to-donate-world-cup-match-fees-to-charity/amp/|https://www.google.com/amp/s/thenationonlineng.net/mbappe-to-donate-world-cup-match-fees-to-charity/amp/|https://thenationonlineng-net.cdn.ampproject.org/c/s/thenationonlineng.net/mbappe-to-donate-world-cup-match-fees-to-charity/amp/
worldstagegroup.com|NG|US|https://www.worldstagegroup.com/nigerians-warned-to-stop-taking-malaria-treatment-before-laboratory-test/|https://www.worldstagegroup.com/nigerians-warned-to-stop-taking-malaria-treatment-before-laboratory-test/amp/|https://www.google.com/amp/s/www.worldstagegroup.com/nigerians-warned-to-stop-taking-malaria-treatment-before-laboratory-test/amp/|https://worldstagegroup-com.cdn.ampproject.org/c/s/www.worldstagegroup.com/nigerians-warned-to-stop-taking-malaria-treatment-before-laboratory-test/amp/
