"domain","cc","object_type","object_url","object_domain",object_size,"object_loc_cc","cdn_domain","cdn_name"
"www.thezimbabwean.co","ZW","script","http://wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com/wp-content/plugins/advanced-post-slider/js/advps.frnt.script.js?ver=4.8.5","wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com",887,"US-TX","stackpathdns.com","StackPath"
"www.thezimbabwean.co","ZW","script","http://wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com/wp-content/plugins/advanced-post-slider/bxslider/jquery.bxslider.min.js?ver=4.8.5","wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com",19359,"US-TX","stackpathdns.com","StackPath"
"www.thezimbabwean.co","ZW","script","http://wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com/wp-content/themes/playbook/js/modernizr.min.js?ver=4.8.5","wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com",13954,"US-TX","stackpathdns.com","StackPath"
"www.thezimbabwean.co","ZW","script","http://wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com/wp-content/themes/playbook/js/customscript.js?ver=4.8.5","wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com",8202,"US-TX","stackpathdns.com","StackPath"
"www.thezimbabwean.co","ZW","script","http://wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com/wp-includes/js/wp-embed.min.js?ver=4.8.5","wwwthezimbabweanco-q7nykxvxrjqv0wu7kc.stackpathdns.com",1398,"US-TX","stackpathdns.com","StackPath"
"www.rpa.bi","BI","image","https://pbs.twimg.com/profile_images/648737644210487296/50m0PMSq_normal.jpg","pbs.twimg.com",1807,"US-CA","twimg.com","Twitter"
"www.rpa.bi","BI","image","https://pbs.twimg.com/profile_images/648737644210487296/50m0PMSq_normal.jpg","pbs.twimg.com",1807,"US-CA","twimg.com","Twitter"
"www.rpa.bi","BI","image","https://pbs.twimg.com/profile_images/648737644210487296/50m0PMSq_normal.jpg","pbs.twimg.com",1807,"US-CA","twimg.com","Twitter"
"www.rpa.bi","BI","image","https://pbs.twimg.com/profile_images/648737644210487296/50m0PMSq_normal.jpg","pbs.twimg.com",1807,"US-CA","twimg.com","Twitter"
"www.bonaberi.com","CM","script","http://widgets.twimg.com/j/2/widget.js","widgets.twimg.com",1489,"US","twimg.com","Twitter"
"www.bushchicken.com","LR","image","http://pbs.twimg.com/profile_images/526793539443642368/3TInBpAA_normal.png","pbs.twimg.com",4011,"EU","twimg.com","Twitter"
"fr.alakhbar.info","MR","script","http://widgets.twimg.com/j/2/widget.js","widgets.twimg.com",1489,"US","twimg.com","Twitter"
"fr.alakhbar.info","MR","script","http://widgets.twimg.com/j/2/widget.js","widgets.twimg.com",1489,"US","twimg.com","Twitter"
"www.stop.co.mz","MZ","image","http://pbs.twimg.com/profile_images/676040079316504577/g9c4bIWZ_normal.jpg","pbs.twimg.com",1579,"US-CA","twimg.com","Twitter"
"www.stop.co.mz","MZ","image","http://pbs.twimg.com/profile_images/676040079316504577/g9c4bIWZ_normal.jpg","pbs.twimg.com",1579,"US-CA","twimg.com","Twitter"
"www.stop.co.mz","MZ","image","http://pbs.twimg.com/profile_images/676040079316504577/g9c4bIWZ_normal.jpg","pbs.twimg.com",1579,"US-CA","twimg.com","Twitter"
"www.stop.co.mz","MZ","image","http://pbs.twimg.com/profile_images/676040079316504577/g9c4bIWZ_normal.jpg","pbs.twimg.com",1579,"US-CA","twimg.com","Twitter"
"www.stop.co.mz","MZ","image","http://pbs.twimg.com/profile_images/676040079316504577/g9c4bIWZ_normal.jpg","pbs.twimg.com",1579,"US-CA","twimg.com","Twitter"
"www.stop.co.mz","MZ","image","http://pbs.twimg.com/profile_images/676040079316504577/g9c4bIWZ_normal.jpg","pbs.twimg.com",1579,"US-CA","twimg.com","Twitter"
"theneighbourhoodonline.com","NG","image","http://pbs.twimg.com/profile_images/3346299627/9f0b03f087af36fb72e9577f48a57099_normal.jpeg","pbs.twimg.com",929,"EU","twimg.com","Twitter"
"theneighbourhoodonline.com","NG","image","http://pbs.twimg.com/profile_images/3346299627/9f0b03f087af36fb72e9577f48a57099_normal.jpeg","pbs.twimg.com",929,"EU","twimg.com","Twitter"
"theneighbourhoodonline.com","NG","image","http://pbs.twimg.com/profile_images/3346299627/9f0b03f087af36fb72e9577f48a57099_normal.jpeg","pbs.twimg.com",929,"EU","twimg.com","Twitter"
"theneighbourhoodonline.com","NG","image","http://pbs.twimg.com/profile_images/3346299627/9f0b03f087af36fb72e9577f48a57099_normal.jpeg","pbs.twimg.com",929,"EU","twimg.com","Twitter"
"www.elombah.com","NG","image","https://pbs.twimg.com/media/DVCViG5WsAEDnRE.jpg","pbs.twimg.com",80139,"EU","twimg.com","Twitter"
"www.elombah.com","NG","image","https://pbs.twimg.com/media/DVNeWrOXUAE_JgS.jpg","pbs.twimg.com",24644,"EU","twimg.com","Twitter"
"www.elombah.com","NG","image","https://pbs.twimg.com/media/DVIJr8qXUAILDXN.jpg","pbs.twimg.com",131685,"EU","twimg.com","Twitter"
"www.elombah.com","NG","image","https://pbs.twimg.com/card_img/958205447672074241/5cnK3R-1?format=jpg&name=600x314","pbs.twimg.com",32096,"EU","twimg.com","Twitter"
"www.elombah.com","NG","image","https://pbs.twimg.com/media/DLKcsrTX0AE7gXB.jpg","pbs.twimg.com",23127,"EU","twimg.com","Twitter"
"www.elombah.com","NG","image","https://pbs.twimg.com/media/DJH9A_3UwAATUQC.jpg","pbs.twimg.com",79578,"EU","twimg.com","Twitter"
"www.elombah.com","NG","image","https://pbs.twimg.com/media/C8FWf-gXkAAv_YW.jpg","pbs.twimg.com",118419,"EU","twimg.com","Twitter"
"www.elombah.com","NG","image","https://pbs.twimg.com/media/C7_uCAtWsAAbDKP.jpg","pbs.twimg.com",14221,"EU","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/878846418865324032/F8_P1Fzu_normal.jpg","pbs.twimg.com",1731,"US-CA","twimg.com","Twitter"
"www.opinionnigeria.com","NG","image","https://pbs.twimg.com/profile_images/564065622355488768/y2KNpXDy_normal.png","pbs.twimg.com",6291,"US-CA","twimg.com","Twitter"
"www.tvcontinental.tv","NG","image","https://pbs.twimg.com/profile_images/670513948513443840/AMo-5Lr6_normal.jpg","pbs.twimg.com",1883,"US-CA","twimg.com","Twitter"
"www.tvcontinental.tv","NG","image","https://pbs.twimg.com/profile_images/670513948513443840/AMo-5Lr6_normal.jpg","pbs.twimg.com",1883,"US-CA","twimg.com","Twitter"
"imvahonshya.co.rw","RW","image","https://pbs.twimg.com/profile_images/882142290382393345/fq7IZk7T_normal.jpg","pbs.twimg.com",2263,"US-AZ","twimg.com","Twitter"
"imvahonshya.co.rw","RW","image","https://pbs.twimg.com/profile_images/882142290382393345/fq7IZk7T_normal.jpg","pbs.twimg.com",2263,"US-CA","twimg.com","Twitter"
"imvahonshya.co.rw","RW","image","https://pbs.twimg.com/profile_images/882142290382393345/fq7IZk7T_normal.jpg","pbs.twimg.com",2263,"US-CA","twimg.com","Twitter"
"imvahonshya.co.rw","RW","image","https://pbs.twimg.com/profile_images/882142290382393345/fq7IZk7T_normal.jpg","pbs.twimg.com",2263,"US-CA","twimg.com","Twitter"
"imvahonshya.co.rw","RW","image","https://pbs.twimg.com/profile_images/882142290382393345/fq7IZk7T_normal.jpg","pbs.twimg.com",2263,"US-CA","twimg.com","Twitter"
"www.sudantribune.com","SD","script","http://widgets.twimg.com/j/2/widget.js","widgets.twimg.com",1489,"US","twimg.com","Twitter"
"www.sudantribune.com","SD","script","http://widgets.twimg.com/j/2/widget.js","widgets.twimg.com",1489,"US","twimg.com","Twitter"
"www.sainthelena.gov.sh","SH","image","https://pbs.twimg.com/profile_images/689128392403382274/uySWxHfE_normal.png","pbs.twimg.com",3631,"US-CA","twimg.com","Twitter"
"www.sainthelena.gov.sh","SH","image","https://pbs.twimg.com/profile_images/689128392403382274/uySWxHfE_normal.png","pbs.twimg.com",3631,"US-CA","twimg.com","Twitter"
"www.sainthelena.gov.sh","SH","image","https://pbs.twimg.com/profile_images/689128392403382274/uySWxHfE_normal.png","pbs.twimg.com",3631,"US-CA","twimg.com","Twitter"
"www.sainthelena.gov.sh","SH","image","https://pbs.twimg.com/profile_images/689128392403382274/uySWxHfE_normal.png","pbs.twimg.com",3631,"US-CA","twimg.com","Twitter"
"www.sainthelena.gov.sh","SH","image","https://pbs.twimg.com/profile_images/689128392403382274/uySWxHfE_normal.png","pbs.twimg.com",3631,"US-CA","twimg.com","Twitter"
"www.wardheernews.com","SO","image","https://pbs.twimg.com/profile_images/525884760413839360/V82h5tnI_normal.jpeg","pbs.twimg.com",1959,"US-CA","twimg.com","Twitter"
"www.wardheernews.com","SO","image","https://pbs.twimg.com/profile_images/525884760413839360/V82h5tnI_normal.jpeg","pbs.twimg.com",1959,"US-CA","twimg.com","Twitter"
"www.sudantribune.com","SS","script","http://widgets.twimg.com/j/2/widget.js","widgets.twimg.com",1489,"US","twimg.com","Twitter"
"www.sudantribune.com","SS","script","http://widgets.twimg.com/j/2/widget.js","widgets.twimg.com",1489,"US","twimg.com","Twitter"
"www.vocfm.co.za","ZA","image","https://pbs.twimg.com/profile_images/1060861423/12387040611179664687mokush_Highway_Traffic_Sign.svg.med_normal.png","pbs.twimg.com",7190,"US-CA","twimg.com","Twitter"
"www.meskerem.net","ER","image","https://butunyi.files.wordpress.com/2012/06/au1.jpg","butunyi.files.wordpress.com",207905,"US-CA","wordpress.com","WordPress"
"www.meskerem.net","ER","image","https://butunyi.files.wordpress.com/2012/06/au1.jpg","butunyi.files.wordpress.com",207905,"US-CA","wordpress.com","WordPress"
"www.waltainfo.com","ET","image","https://socialmediawidgets.files.wordpress.com/2014/03/facebook1.png","socialmediawidgets.files.wordpress.com",1193,"US-CA","wordpress.com","WordPress"
"www.waltainfo.com","ET","image","https://socialmediawidgets.files.wordpress.com/2014/03/twitter1.png","socialmediawidgets.files.wordpress.com",1883,"US-CA","wordpress.com","WordPress"
"www.waltainfo.com","ET","image","https://socialmediawidgets.files.wordpress.com/2014/03/linkedin1.png","socialmediawidgets.files.wordpress.com",1404,"US-CA","wordpress.com","WordPress"
"www.waltainfo.com","ET","image","https://socialmediawidgets.files.wordpress.com/2014/03/rss1.png","socialmediawidgets.files.wordpress.com",2216,"US-CA","wordpress.com","WordPress"
"www.waltainfo.com","ET","image","https://socialmediawidgets.files.wordpress.com/2014/03/facebook1.png","socialmediawidgets.files.wordpress.com",1193,"US-CA","wordpress.com","WordPress"
"www.waltainfo.com","ET","image","https://socialmediawidgets.files.wordpress.com/2014/03/twitter1.png","socialmediawidgets.files.wordpress.com",1883,"US-CA","wordpress.com","WordPress"
"www.waltainfo.com","ET","image","https://socialmediawidgets.files.wordpress.com/2014/03/linkedin1.png","socialmediawidgets.files.wordpress.com",1404,"US-CA","wordpress.com","WordPress"
"www.waltainfo.com","ET","image","https://socialmediawidgets.files.wordpress.com/2014/03/rss1.png","socialmediawidgets.files.wordpress.com",2216,"US-CA","wordpress.com","WordPress"
"www.moroccobusinessnews.com","MA","image","http://fizikosi.files.wordpress.com/2009/11/under_construction_sign.jpg","fizikosi.files.wordpress.com",75503,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2013/11/blank-news-plate-21.jpg?w=166","blanknewsonline.files.wordpress.com",5385,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2018/01/img-20180115-wa00001.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",12228,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2013/11/blank-news-plate-e1383476715111.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",3844,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2011/04/inec-logo.gif?w=228&h=200&crop=1","blanknewsonline.files.wordpress.com",15107,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2018/01/images-12.jpg?w=225&h=200&crop=1","blanknewsonline.files.wordpress.com",12775,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2018/01/images-11.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",16742,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2018/01/img-20180106-wa0000.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",10783,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2018/01/images-1.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",14436,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2018/01/fb_img_151492178297934752.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",116072,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/img_20171230_053246_230.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",37673,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/img_20171230_045005_736.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",33148,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/img-20171228-wa0001.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",9836,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/images.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",12995,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/img_20171215_191652_231.jpg?w=355&h=200&crop=1","blanknewsonline.files.wordpress.com",16002,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/download.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",11156,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/pix-7.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",75184,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/download2.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",90402,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/02/img_20170225_082049_229.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",17829,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/pix-2.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",59086,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/pix-1.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",97490,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/12/img-20171201-wa0046-696x5211.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",96323,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/11/fb_img_15000990233401.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",77120,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2017/11/img_20171126_031433_731.jpg?w=400&h=200&crop=1","blanknewsonline.files.wordpress.com",24929,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2013/11/blank-news-plate-e1383476715111.jpg","blanknewsonline.files.wordpress.com",3764,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/noun.jpg?w=352&h=347","blanknewsonline.files.wordpress.com",8124,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-115759.jpg?w=256&h=172","blanknewsonline.files.wordpress.com",34130,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-115746.jpg?w=256&h=171","blanknewsonline.files.wordpress.com",33057,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-115852.jpg?w=201&h=135","blanknewsonline.files.wordpress.com",18820,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-113433.jpg?w=202&h=135","blanknewsonline.files.wordpress.com",22574,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-115817.jpg?w=201&h=135","blanknewsonline.files.wordpress.com",26296,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-115842.jpg?w=150&h=100","blanknewsonline.files.wordpress.com",13329,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-115738.jpg?w=150&h=100","blanknewsonline.files.wordpress.com",12207,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-115900.jpg?w=150&h=100","blanknewsonline.files.wordpress.com",14092,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2014/07/20140720-115806.jpg?w=150&h=100","blanknewsonline.files.wordpress.com",16576,"US-CA","wordpress.com","WordPress"
"blanknewsonline.wordpress.com","NG","image","https://blanknewsonline.files.wordpress.com/2015/12/advertise-here2.jpg?w=612&h=510","blanknewsonline.files.wordpress.com",65761,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2011/08/head3.jpg","flashpointnews.files.wordpress.com",19575,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/10/nwaobi3.jpg?w=584","flashpointnews.files.wordpress.com",130178,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/10/nwaobi2.jpg?w=584","flashpointnews.files.wordpress.com",134796,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/10/nwaobi1.jpg?w=584","flashpointnews.files.wordpress.com",139093,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/10/nwaobi4.jpg?w=584","flashpointnews.files.wordpress.com",127989,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/10/asaba1.png?w=584","flashpointnews.files.wordpress.com",695735,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/10/asaba2.jpg?w=584","flashpointnews.files.wordpress.com",49055,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/10/pdp-delta.jpg?w=584","flashpointnews.files.wordpress.com",43427,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/aniagwu2.jpg?w=584","flashpointnews.files.wordpress.com",88586,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2016/05/cairo.jpg?w=584","flashpointnews.files.wordpress.com",15185,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/ukah1.jpg?w=584","flashpointnews.files.wordpress.com",32518,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/10/images-1.jpg?w=584","flashpointnews.files.wordpress.com",23874,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/09/otuaro.jpg?w=584","flashpointnews.files.wordpress.com",11030,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/09/cibn1.jpg?w=584","flashpointnews.files.wordpress.com",19695,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/09/osanebi.jpg?w=584","flashpointnews.files.wordpress.com",101437,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/09/exco.jpg?w=584","flashpointnews.files.wordpress.com",23970,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/09/navy.jpg?w=584","flashpointnews.files.wordpress.com",22267,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/dumo9.jpg?w=584","flashpointnews.files.wordpress.com",114101,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/okowaa.jpg?w=584","flashpointnews.files.wordpress.com",8117,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2015/08/kachiku.jpg?w=584","flashpointnews.files.wordpress.com",12586,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/wike1.jpg?w=584","flashpointnews.files.wordpress.com",24224,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2016/05/wike.jpg?w=584","flashpointnews.files.wordpress.com",18080,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/bathuel.jpg?w=584","flashpointnews.files.wordpress.com",25308,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/resignation-letter.jpg?w=584","flashpointnews.files.wordpress.com",22128,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2016/02/tam-george.jpg?w=584","flashpointnews.files.wordpress.com",9556,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/sapele2.jpg?w=584","flashpointnews.files.wordpress.com",138164,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/sapele1.jpg?w=584","flashpointnews.files.wordpress.com",121059,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/gbegbaje.jpg?w=584","flashpointnews.files.wordpress.com",24663,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2016/05/otuaro.jpg?w=584","flashpointnews.files.wordpress.com",45929,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/anarchy.png?w=584","flashpointnews.files.wordpress.com",130234,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/anarchy.png?w=584","flashpointnews.files.wordpress.com",130234,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/anarchy1.jpg?w=584","flashpointnews.files.wordpress.com",21972,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/trad.jpg?w=584","flashpointnews.files.wordpress.com",85084,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/war.jpg?w=584","flashpointnews.files.wordpress.com",106898,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/war1.jpg?w=584","flashpointnews.files.wordpress.com",145461,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/aniagwu1.jpg?w=584","flashpointnews.files.wordpress.com",81252,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/townhall.jpg?w=584","flashpointnews.files.wordpress.com",186376,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/contractor.jpg?w=584","flashpointnews.files.wordpress.com",98012,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/contractors1.jpg?w=584","flashpointnews.files.wordpress.com",120668,"US-CA","wordpress.com","WordPress"
"flashpointnews.wordpress.com","NG","image","https://flashpointnews.files.wordpress.com/2017/04/mike-ikogwu.jpg?w=584","flashpointnews.files.wordpress.com",18738,"US-CA","wordpress.com","WordPress"
